id,Name,Zip Code,Buisness Rating,Review Count,Categories,Delivery,Distance,Price
VGU8Cy97So-jQCtWLKO6bA,Loretta's Last Call,02115,3.5,245,southern,True,1909.9079100542594,$$
i5YmaCCuOm6b5_5uilFKtw,Rivershed,02184,4.5,12,bbq,False,16434.71366733209,
n4XrNsqY2Oi1DB7-2hJzTw,Yard House,02215,3.5,812,bars,True,2406.0351590622167,$$
ZepRG9iVXXA-u3gH5C-UKA,Solas Irish Pub,02116,3.5,374,pubs,True,718.2319690886605,$$
MUA4S74hYjUGVtDNf8tj6w,Cunard Tavern,02128,3.5,135,tradamerican,True,3437.3904210066726,$$
Sazc1goJzuxaQgluXH8-gQ,Flora's Wine Bar,02465,5.0,17,wine_bars,False,12725.240169701076,
HCHxbmFDip0E51onVkcnZg,Branch Line,02472,4.0,339,newamerican,True,7853.969398998417,$$
lcarZ5Oj_pWYoENAEK2t8A,The Bowery Bar,02124,3.5,102,newamerican,True,8303.485966547347,$$
25sny_QPRSFNxCPqu1oRqw,75 on Liberty Wharf,02210,3.0,267,newamerican,True,2662.098394025356,$$
X3ltF7mz6rPCSzRRrZjrPw,Lone Star Taco Bar,02141,4.0,329,tacos,True,2985.863988821384,$$
GBsTXDvtuVSM2IC9mFQD9Q,The Banshee,02125,3.5,165,pubs,True,3433.3256651884003,$$
xiHvrOv3lYI4_8bvZEljwQ,The Shannon Tavern,02127,4.0,17,bars,True,3051.7484499843245,$
UPtndx3jFSyhz7KpBbv8XQ,Avenue Kitchen + Bar,02144,4.5,79,beerbar,True,6605.286067005313,$$
VFvCFOYtyK9ae4Skxvf3vA,Saus,02108,4.0,1251,beerbar,True,1876.9440291013007,$$
JdWplSS3RfBFamm4FshtcA,Green Street,02139,4.0,694,bars,False,3281.9614956615196,$$
pwejc1NUK6cQz7aK_4XYEQ,Alibi,02114,3.0,363,lounges,True,1578.4828674356838,$$$
aehgQxttnq8h6LEKsu9T7g,The Hill Tavern,02114,3.5,249,pubs,True,1508.6949704599829,$$
ULGoHTVLp5ZgUEBoxFb4vg,Slade's Bar & Grill,02120,3.5,155,bars,True,1560.45720826146,$$
1ormi492NqirB_kU_a8W-w,Glass House,02142,3.5,133,newamerican,True,1921.7133462845072,$$
EYMC8NHn6U-4WpLo54dQtw,Anchovies,02116,4.0,394,italian,True,679.0186477822741,$$
IJ2MnBlIvib0aU2hbmr0hg,The Brewer's Fork,02129,4.5,385,pizza,True,3428.5844668974673,$$
ek-lwfIZ7b-K31w_x0EzjA,LongCross Bar & Kitchen,02155,4.5,58,pizza,True,6251.593802215577,
SmOX52W6mib-qT7GptyDVQ,Brassica Kitchen & Cafe,02130,4.5,301,newamerican,True,6311.340102297512,$$
PLuitJs0KkdjVE8wVlTZ_A,Champions,02116,3.0,263,sportsbars,True,662.0290030565341,$$
twXlQB0UMBrAVas53QN9BA,MIDA,02118,4.0,313,italian,True,1232.6488285887442,$$$
XT2R-fYEGyus1MP39u2aaw,Dryft,02151,4.5,91,seafood,True,9852.24010759024,$$
LSmYTw4HvU0lDBK4Mg2KyQ,Shenannigans Bar,02127,3.5,179,bars,True,2051.648738333489,$$
4jYkon2dF4_asouJ8S_gVQ,Lithuanian Kitchen,02127,4.5,22,modern_european,True,2145.562590621862,$
7MN8kNyuKDZtoSoVdZDCpg,Miracle of Science Bar + Grill,02139,3.5,559,bars,True,2780.828152146744,$$
j4GcfVzq1BCXGoPtNGOtgg,Cafe Polonia,02127,4.5,452,polish,True,2413.05684125205,$$
a17mI6DjjfWDL6dpZS6oBg,Brownstone,02116,3.5,378,bars,True,378.16944060619596,$$
imBg1-qcZ9Wwvw8KsQBcUg,The Ginger Man,02109,4.0,108,beerbar,True,1896.0927446886703,$$
BRPrmJoGYtDRwtPl-vh-zQ,Dunn-Gaherin’s Food and Spirits,02464,4.5,350,irish,True,13146.225436760482,$$
IjshhPQwClaUK1v7z_7CpQ,Harvard Gardens,02114,3.5,441,bars,True,1469.0852804164035,$$
CkmykRQcSfIsbb62F4NQoQ,Terra at Eataly Boston,02199,3.5,292,italian,True,911.5721342631826,$$
oIzfAg8hEkzVrxTJaIfoPQ,Fort Hill Bar & Grill,02119,3.0,24,bars,True,3377.6608044916347,$$
72PQGMhrEcIuWH-S44TprA,Myers & Chang,02118,4.0,1679,asianfusion,True,607.0314234733801,$$
h7ENzK5Vp6f1j6iU-U3g4w,The Broadway,02127,3.5,151,pizza,True,3174.685943134852,$$
lsqYQYGfpe25wUZk9Wybwg,The Elephant Walk,02118,4.0,194,cambodian,True,744.9788616609346,$$
A3D8gBGNmt51kvcI0GkaGQ,Lord Hobo,02139,3.5,585,bars,True,3030.5537815934213,$$
mTyK9-_6CYY6XYAG56c68Q,Carrie Nation Cocktail Club,02108,3.5,345,tradamerican,True,1414.1390919176843,$$
sYhfhua7GWiGLQkIUP_TWQ,Earls Kitchen + Bar,02145,3.5,1138,newamerican,True,5381.708287738803,$$
1gqr3FWG4mIhmFetBZWlDg,W XYZ Bar,02210,3.5,7,venues,False,2235.604176689285,$$
WlsDN2Gh3_04c-FnWjzw7g,Waypoint,02138,4.0,361,bars,True,4141.437461924667,$$
IhjP8q2cHol4ziuiDFdK2Q,Fat Baby,02127,3.5,142,sushi,True,2496.2658495000983,$$
Ref2YEgk0-2BojAPYYND2Q,The Lexington,02141,5.0,4,tradamerican,True,2714.4157242799724,
V8_e5MRjfexH4WFBqjDWCg,Beantown Pub,02108,3.0,630,pubs,True,1364.7697932466992,$$
zEel4VKJtybhJurBaHbsuw,Local 149,02127,3.5,431,bars,True,3961.629130451422,$$
Z9g2Zxf8wSXjgCanPPrnWQ,Loyal Nine,02141,4.0,426,tradamerican,True,2989.2774644360547,$$
IeJ6oKr3MW5bSlwmlkknwg,Club Café,02116,3.0,359,gaybars,True,109.0228421463203,$$
5EmqULtZ3IFZ3hjxyXna5Q,ilona,02118,4.0,110,bars,True,1229.9379769370003,$$
VoH0dcofsPgKgT0OQWiuIQ,Omori Izakaya,02445,4.0,52,japanese,True,4216.5197215641565,
7LYzR3mMr0GLEItUxyWY7Q,Fox And The Knife,02127,4.0,187,wine_bars,True,1339.7501369715383,$$$
smiGOZuyboXfc8LyC2jXpg,Joe's American Bar & Grill,02116,3.5,973,tradamerican,True,760.3911244551114,$$
LCFZDAaLRpmaidikraTWiw,Stillwater,02111,4.5,97,cocktailbars,True,1112.8769851750083,$$
poswq7BdLM9Iryd9palDVQ,SRV Boston,02118,4.5,428,italian,True,1148.6112840272483,$$$
pIc9Ae7AuOTQolPSQAxKlQ,Samba Bar and Grill,02143,3.5,13,brazilian,False,5087.967546048542,$$
xyoagpWYgFuIKcCE425epA,Naco Taco,02139,3.5,474,mexican,True,2732.1038006918466,$$
eJzWmVgMY5x1n281Qw6YDQ,KAVA neo-taverna,02118,4.5,316,greek,True,610.1047535874325,$$$
dz2OSto01aMIWkGHXd8lOg,FiRE + iCE  Grill + Bar,02116,3.0,742,tradamerican,True,324.4171960312526,$$
ooaCl61BsK7kJlZnYOq0UQ,Abe & Louie's,02116,4.0,1365,steak,True,865.291759596898,$$$
cwUUnKCZs8Zild6n2uwiSA,Publico Street Bistro & Garden,02127,4.5,187,newamerican,True,2555.9368856999154,$$
TIdF3xCwr--XdC1QEUxaJA,Last Hurrah,02108,3.5,157,newamerican,True,1429.3389075715415,$$
l45r09qD9iIkQn9KoKKfuw,Bistro du Midi,02116,4.0,616,french,True,481.2791087487694,$$$
gOjh7RMDZDn4h-QmwnAseA,Sonsie,02115,3.5,1318,newamerican,True,1239.8934408210137,$$
3FDjQkYFxm6lgjRcdgO_OQ,LOCAL 02045,02045,3.5,107,bars,True,16710.96555253917,$$
61kN14ljCzWOtIXaavTU_Q,Paris Creperie Seaport,02210,4.5,33,creperies,True,2050.6891481933194,
GHmjQQuQya93blcsHHLDjQ,Article 24,02135,4.0,272,bars,True,6040.4361128627515,$$
DkuCJwpeiGhW41EEcOKweg,Clink,02114,3.0,403,newamerican,True,1601.8460617351316,$$$
GHZ-EWQrVxKYDtt9ce82Og,Buff's Pub,02458,4.0,459,tradamerican,False,9534.780749617577,$$
geqpfK2WO6uHJCDpNofURA,Metropolis,02118,4.0,486,newamerican,True,524.0620762233416,$$
jARXdEubmCxBtN55PYVd7w,Capo Restaurant,02127,3.5,343,bars,True,2377.31235845357,$$
Z6Io2AbJrof7TPVliMZkAg,Fuji at Ink Block,02118,4.5,469,japanese,True,706.3573293177284,$$
DMMIU3G8CngajT2ymBfXxw,Flann O'Brien's,02120,3.5,149,pubs,True,3059.8668963975097,$$
hADEjYNxdlSrU8paiRUzUg,Lizard Lounge,02138,4.0,102,musicvenues,True,5489.206357297654,$$
VxoRKAebGksNn5ewTGGxQQ,Elephant & Castle,02110,3.0,395,pubs,True,1458.7598997213238,$$
WJiV5LAjH97KIa2PSuYjRg,Yellow Door Taqueria,02124,4.0,204,mexican,True,8397.49617493232,$$
ru2PbckR1YiXNggUVL_kEw,Troquet on South,02111,4.5,59,french,True,1197.677611845924,$$$$
BRjvpMJ8C_1_mdB3n3tAgA,Mahaniyom,02445,5.0,58,cocktailbars,True,4262.535095239909,
1hWZ0K2DOKZB9Xft08VZ9g,Sorellina,02116,4.0,675,italian,True,558.4198278099876,$$$$
RX8V-PemYDvTY1V0U42_bA,Tres Gatos,02130,4.0,500,tapas,True,4610.541522775959,$$$
SCXfxp-mF-S2YoLqfYMSEA,Map Room Tea Lounge,02116,3.5,73,lounges,True,576.8417637034138,$$
n5c-AeQYPJxIpjiuOKjxOg,Good Life,02111,3.5,358,lounges,True,1175.6224635011465,$$
1VeOj6f36qag7iScjjL8-w,Model Café,02134,3.5,132,divebars,False,5503.237808590074,$
5oKcsAsYqWOtNLEwMnoWuw,Servia,02109,5.0,14,mediterranean,False,1875.270975267162,
XtwKkI3vEcJczmGY14Y92A,El Kiosco Restaurant,02128,4.0,21,latin,True,6808.481493730904,$$
0AOdsO0aRRRlwxH_MGeoWg,Suya Joint All African Cuisine,02119,3.5,100,african,True,2338.5328900235963,$$
9m678PeuzwYamIf6sysUHg,Marliave,02108,4.0,1294,french,True,1359.4056913069762,$$$
mxjVk5rvPNhzYe_vt3OSQA,B&G Oysters,02116,4.0,1056,seafood,True,436.6494308680762,$$$
QULve82crMjaNkgfqfjl2Q,Darryl's Corner Bar & Kitchen,02118,3.5,684,bars,True,1285.9472750566792,$$
L0Ds6wNdgS0YwqVNWVns9Q,Saloon,02144,3.5,393,tradamerican,True,6737.881251516462,$$
0qmGd3I6dFkJ3auDgRZl4Q,Highland Fried,02139,4.0,144,tikibars,True,3638.1895577596456,$$
lKWxxaWmMETMnlPmEQjGZw,Idle Hour,02169,4.5,146,tradamerican,True,12408.684335178383,$$
3K13iIrTbHmV-qpvz8C7Ew,Strip By Strega,02116,3.5,319,tradamerican,True,370.1152135193564,$$$$
RdxN5oT8r6DF0P3PNV1Owg,Rowes Wharf Bar - Boston Harbor Hotel,02110,4.0,35,bars,False,1960.407845308166,$$$
_98MfEQ67r9-V78gmy8_Pg,Grill 23 & Bar,02116,4.0,1036,seafood,True,187.80006008768987,$$$$
mnFhrH1Fi5GoSuV-5gVpnA,Krasi,02115,4.5,82,mediterranean,True,1061.326692953109,
qpDzEwTAYPUityT2I4BpfA,La Bodega,02472,4.5,130,spanish,True,7395.311783211313,$$$
WYnXpXym2DMtwchDcbilmg,Area Four,02139,4.0,936,pizza,True,2430.5393787577955,$$
01_V3jriaILJvam7JVSFTg,Pink Taco Boston,02210,3.0,179,mexican,True,1985.7404387755237,$$
R7peDyHzKTGilwo_1fjt3g,Woody's Grill and Tap,02115,4.0,286,bars,True,1542.3011589818593,$$
v92qIZUQ61rrqvK0w7UpJQ,Broadside Tavern,02110,3.5,53,beerbar,True,1855.6616819923306,$$
1qwxzGRcU1y3tJrsoYQ4Rw,Picco Pizza & Ice Cream,02116,4.0,1186,pizza,True,335.0211653144537,$$
jaHS-fPSEEDW273iFrWG9Q,Scullers Jazz Club,02134,3.5,85,jazzandblues,True,4093.115620965857,$$$
xo7g1UhRVROVPBnQCgpULQ,Urban Hearth,02140,4.5,101,newamerican,True,6905.728859128609,$$
75V7FGFBga-ISm0dIJt7wQ,Southside Tavern,02184,3.5,188,tradamerican,True,17041.441180644964,$$
LkNkXt0ELgXxFJjkI-CgTQ,J & J Irish Pub & Grille,02125,4.0,10,pubs,True,4123.947477600015,$$
6sM4hFHheaRNwsd74wplEw,The Green Dragon Tavern,02108,3.5,505,pubs,True,1922.4556298853904,$$
um4x6dIkv8w2a4e0VkRNmA,Rocco's Cucina & Bar,02109,3.5,163,sportsbars,True,2620.496629020125,$$
1PETTG5wOUtagED0o1M5tg,BARRA,02143,4.5,8,bars,True,4304.8989695382315,
DIRXMPneSiHoOani8QnI3A,Hong Kong At Faneuil Hall,02109,3.0,430,bars,False,1938.7630803871975,$
